pH,Fat,Lactose,Protein,Gravity,SNF,Temperature,Gas,EC,Class
7.40,1.35,3.49,1.13,18.36,4.75,18.9,73.26,1.92,Water
7.30,1.76,2.80,1.42,19.77,4.74,21.14,61.03,1.17,Water
7.22,2.45,2.02,1.73,18.14,4.77,17.57,80.65,1.52,Water
6.96,1.89,3.47,1.69,20.64,3.76,21.42,46.5,1.39,Water
6.93,1.25,2.81,1.40,20.97,4.68,21.72,64.05,1.81,Water
7.12,1.39,3.24,1.03,18.29,3.70,23.54,53.43,1.71,Water
7.14,1.70,2.74,1.08,21.48,3.55,23.33,76.11,1.12,Water
7.09,1.63,2.05,1.98,19.39,4.09,27.15,55.17,1.50,Water
7.49,2.43,2.98,1.62,19.56,4.48,26.43,63.01,1.46,Water
7.04,2.25,2.52,1.09,18.45,4.81,25.9,68.18,1.57,Water
6.93,1.17,3.46,1.92,20.20,4.50,19.36,79.33,1.79,Water
7.30,1.57,3.22,1.40,18.95,3.45,21.51,60.91,1.68,Water
7.16,1.98,3.02,1.25,19.15,3.12,24.04,81.64,1.17,Water
7.18,2.41,2.21,1.88,18.78,3.43,21.79,52.94,1.66,Water
6.94,1.26,2.47,1.85,21.76,3.46,19.79,81.72,1.63,Water
6.85,1.86,3.04,1.94,19.68,3.00,21.01,81.76,1.66,Water
6.88,1.72,2.82,1.77,18.73,4.88,18.03,66.03,1.79,Water
6.98,1.57,2.76,1.40,20.03,3.69,26.38,63.43,1.28,Water
6.95,2.29,2.45,1.10,18.63,3.59,22.22,53.43,1.66,Water
6.89,1.50,2.79,1.81,20.20,4.94,15.88,46.87,1.61,Water
6.85,1.63,3.36,1.20,21.45,4.33,25.36,79.37,1.66,Water
7.34,1.28,3.26,1.54,18.91,4.43,17.43,65.41,1.95,Water
7.29,2.36,3.38,1.98,21.19,3.93,24,61.94,1.31,Water
7.06,2.39,3.06,1.47,20.04,4.49,15.39,63.18,1.32,Water
6.96,2.17,3.46,1.19,19.89,4.71,25.26,78.71,1.17,Water
7.28,1.66,3.20,1.01,21.48,3.20,16.55,56.32,1.48,Water
7.05,1.20,3.12,1.63,21.87,4.38,24.66,67.52,1.07,Water
7.25,2.44,2.49,1.30,19.62,4.80,17.55,55.83,1.35,Water
6.88,1.72,2.00,1.55,18.53,3.43,15.6,67.47,1.10,Water
7.07,1.78,2.26,1.52,21.86,3.57,17.84,87.25,1.37,Water
7.15,1.34,2.10,1.26,21.90,4.74,22.94,58.72,1.14,Water
7.30,2.34,3.26,1.69,19.48,3.55,21.79,54.43,1.36,Water
7.17,1.51,2.74,1.20,21.81,3.60,20.9,67.1,1.35,Water
7.35,1.52,2.40,1.96,19.52,3.56,23.37,55.21,1.29,Water
7.34,1.46,3.13,1.53,19.10,4.02,20.78,61.2,1.66,Water
7.33,2.10,2.49,1.72,19.82,4.92,18.17,70.86,1.60,Water
7.03,1.36,2.97,1.58,21.51,3.57,17.35,52.15,1.33,Water
7.26,1.08,2.24,1.84,20.23,3.79,19.42,79.99,1.98,Water
7.46,1.50,2.89,1.54,20.94,3.58,22.59,63.68,1.87,Water
6.80,1.30,2.05,1.12,20.80,3.94,17.04,48.15,1.98,Water
7.39,1.17,2.21,1.03,19.21,3.39,22.51,72.64,1.29,Water
6.94,2.07,2.76,1.19,18.84,3.77,24.11,80.73,1.53,Water
7.24,1.43,2.88,1.44,19.69,3.58,26.61,47.28,1.68,Water
7.36,1.46,3.05,1.54,18.47,4.33,25.42,79.37,1.55,Water
7.26,1.01,2.14,1.68,18.55,3.46,15.92,61.24,1.92,Water
7.13,2.41,2.94,1.21,20.04,3.58,22.15,49.55,1.50,Water
7.47,2.43,2.43,1.51,20.98,4.08,25.66,79.66,1.39,Water
7.14,1.33,3.23,1.29,21.23,3.48,22.92,70.37,1.28,Water
7.14,1.38,2.07,2.00,19.06,3.15,16.27,49.22,1.51,Water
6.81,1.87,3.21,1.54,21.36,3.20,19.46,84.36,1.16,Water
7.08,2.48,2.78,1.38,20.35,3.18,15.15,69.99,1.54,Water
7.30,2.28,2.20,1.89,20.93,3.54,19.1,68.05,1.79,Water
6.86,2.32,2.23,1.45,19.70,4.08,22.97,83.5,1.11,Water
7.44,2.47,3.32,1.33,20.18,3.60,25.7,68.26,1.24,Water
7.30,1.82,3.01,1.08,21.24,3.91,17.21,60.83,1.65,Water
7.34,2.38,3.21,1.26,20.23,4.75,21.59,87.21,1.42,Water
7.42,1.04,2.71,1.68,20.06,4.51,18.28,77.88,1.37,Water
6.80,2.08,3.12,1.49,18.69,4.77,24.82,53.35,1.89,Water
7.10,1.70,3.17,1.58,18.11,3.83,22.63,78.75,1.86,Water
7.48,1.30,3.06,1.44,19.33,4.91,25.53,71.85,1.33,Water
7.49,2.39,3.29,1.67,20.03,3.45,27.45,53.06,1.44,Water
7.19,1.09,2.80,1.43,19.17,3.33,16.21,73.88,1.66,Water
6.90,2.44,2.41,1.61,20.34,4.96,15.91,80.28,1.93,Water
6.88,2.17,3.12,1.43,18.22,4.55,16.92,69.87,1.42,Water
7.13,1.78,2.94,1.40,20.43,4.03,25.14,68.01,1.54,Water
7.00,2.41,3.01,1.00,21.35,4.97,24.14,69.21,1.80,Water
7.08,1.05,2.56,1.60,19.55,3.30,19.52,62.85,1.92,Water
7.35,1.52,3.28,1.74,18.57,3.16,17.74,73.67,1.92,Water
7.47,1.96,2.91,1.40,21.73,3.23,24.93,58.8,1.99,Water
7.31,1.46,2.36,1.56,18.30,3.58,19.59,73.34,1.17,Water
7.07,2.37,2.58,1.66,21.43,3.07,15.8,77.01,1.54,Water
7.39,1.97,3.26,1.91,20.77,3.70,20.52,65.82,1.57,Water
6.80,1.05,2.57,1.89,20.55,4.94,21.98,85.23,1.33,Water
7.43,1.39,3.09,1.81,20.31,3.72,17.26,61.9,1.17,Water
6.89,2.20,2.21,1.58,20.48,4.22,17.09,79.08,1.49,Water
7.38,1.01,3.49,1.43,18.64,3.31,16.81,52.73,1.32,Water
7.48,2.25,2.94,1.90,21.31,4.85,22.88,60.21,1.76,Water
7.06,2.45,2.17,1.95,21.31,4.95,27.59,46.91,1.10,Water
7.32,1.83,2.41,1.54,20.29,4.51,20.71,83.5,1.21,Water
7.22,2.47,2.60,1.21,20.09,3.69,20.11,79.78,1.31,Water
7.38,1.20,3.10,1.73,18.15,3.64,15.65,72.26,1.85,Water
6.85,1.71,2.34,1.14,18.82,3.20,17.86,71.27,1.54,Water
7.25,2.48,2.53,1.79,21.75,4.55,21.16,58.89,1.91,Water
7.01,1.60,3.17,1.18,19.97,4.51,22.54,76.89,1.78,Water
7.45,1.50,2.22,1.13,20.58,4.24,16.32,81.23,1.95,Water
6.95,1.23,2.88,1.15,20.54,3.61,23.36,84.82,1.82,Water
7.12,2.45,3.41,1.38,19.98,3.10,22.98,76.02,1.07,Water
6.93,1.65,3.49,1.39,18.29,3.25,22.29,70.49,1.42,Water
7.22,1.35,2.46,1.70,21.13,3.18,16.43,63.96,1.49,Water
7.08,1.63,2.15,1.64,20.64,3.89,21.5,83.54,1.97,Water
7.28,1.04,2.78,1.68,21.92,4.83,27.83,71.31,1.64,Water
7.02,2.26,2.43,1.63,21.08,4.64,27.3,55.79,1.57,Water
7.36,1.60,2.37,1.74,20.94,4.22,21.42,52.57,1.59,Water
6.86,1.29,2.95,1.25,20.02,4.17,16.25,79.33,1.91,Water
6.96,1.99,2.36,1.90,20.90,3.03,24.6,85.36,1.45,Water
6.82,1.42,2.16,1.95,19.39,3.94,22.28,67.8,1.09,Water
7.14,1.29,2.20,1.21,18.86,4.43,21.13,66.69,1.01,Water
7.17,2.12,3.01,1.95,20.63,4.66,20.71,65.41,1.61,Water
6.91,1.82,2.73,1.87,19.75,3.35,19.63,64.58,1.75,Water
6.88,1.95,3.08,1.56,18.55,4.06,21.61,74.7,1.06,Water
7.02,2.21,2.99,1.12,20.28,3.84,18.43,60.58,1.21,Water
7.18,1.84,2.81,1.79,19.28,3.04,20,56.78,1.78,Water
6.89,1.79,2.49,1.03,18.85,3.33,18.03,52.73,1.94,Water
7.01,2.46,2.04,1.19,18.16,4.21,16.72,57.94,1.43,Water
7.28,1.50,3.38,1.82,18.75,4.09,16.17,59.17,1.46,Water
7.06,1.22,2.62,1.15,18.80,3.55,21.56,83.87,1.71,Water
7.42,1.24,2.44,1.13,18.87,3.76,26.18,67.19,1.47,Water
7.41,2.28,2.47,1.14,20.87,4.40,27.16,70.82,1.19,Water
7.47,1.11,3.49,1.41,20.11,4.56,25.31,79.7,1.14,Water
7.42,1.65,2.16,1.58,18.47,3.41,24.86,73.54,1.95,Water
7.45,2.03,3.34,1.10,21.77,4.39,25.61,80.61,1.45,Water
7.12,2.39,2.52,1.43,21.59,4.66,26.82,53.23,1.98,Water
7.08,1.30,2.98,1.33,19.96,4.44,22.22,84.74,2.00,Water
6.93,2.22,2.73,1.22,20.50,3.97,25.09,46.7,1.11,Water
7.08,1.57,2.25,1.23,19.98,3.55,15.15,47.74,1.62,Water
7.26,1.74,2.50,1.90,21.55,4.48,18.49,56.9,1.23,Water
7.43,2.47,2.49,1.44,18.07,4.44,17.07,64.05,1.56,Water
7.17,1.15,2.34,1.99,21.82,3.53,26.43,56.24,1.56,Water
7.06,1.96,2.86,1.60,21.66,4.57,24.06,73.59,1.86,Water
7.28,2.50,3.08,1.13,19.12,4.01,17.69,67.93,1.68,Water
7.05,1.62,2.66,1.89,21.45,4.70,25.42,87.17,1.62,Water
7.22,1.82,2.41,1.76,19.44,3.84,26.43,62.48,1.22,Water
7.12,2.48,2.09,1.97,18.46,3.12,22.84,75.4,1.55,Water
7.19,2.17,2.78,1.32,21.19,3.83,15.06,64.83,1.51,Water
7.06,1.89,2.70,1.74,20.42,3.77,15.86,56.04,1.28,Water
6.80,2.25,2.86,1.26,19.37,3.84,24.61,57.32,1.12,Water
6.93,1.75,3.44,1.04,21.91,4.02,17.33,68.3,1.75,Water
6.90,2.28,2.72,1.74,18.86,3.85,20.06,49.06,1.91,Water
7.31,1.55,2.91,1.87,21.18,4.99,25.98,79,1.98,Water
7.38,1.68,3.45,1.58,18.76,3.88,24.74,74.29,1.23,Water
7.46,1.20,3.42,1.55,18.27,3.73,18.06,82.26,1.57,Water
7.27,1.37,3.35,1.44,18.77,4.05,19.57,62.93,1.75,Water
7.03,2.04,2.09,1.53,18.47,3.03,16.45,53.27,1.27,Water
7.14,1.64,2.91,1.76,21.25,3.46,27.21,77.55,1.05,Water
7.06,2.24,2.10,1.79,19.50,3.91,26.95,55.79,1.94,Water
7.48,2.10,2.28,1.91,20.68,3.18,27.99,76.11,1.90,Water
7.34,1.65,2.12,1.59,20.49,3.47,26.04,46.99,1.75,Water
7.10,2.31,2.95,1.99,21.71,4.30,15.83,56.74,1.72,Water
7.22,2.23,3.50,1.83,19.19,3.42,19.97,66.73,1.22,Water
7.29,1.55,2.57,1.36,21.69,3.24,17.48,75.24,1.87,Water
6.81,2.23,2.04,1.42,21.64,3.95,15.17,52.73,1.69,Water
7.30,1.60,3.40,1.52,19.36,3.85,15.57,51.33,1.30,Water
6.87,2.06,3.15,1.56,21.56,4.16,26.16,84.61,1.84,Water
6.82,1.83,2.76,1.80,20.76,3.98,16.1,69.13,1.12,Water
7.38,1.99,2.76,1.60,21.36,3.41,23.67,51.66,1.67,Water
7.47,1.66,2.76,1.63,20.81,3.34,23.76,83,1.42,Water
7.13,1.83,3.12,1.49,19.77,4.30,20.17,74.95,1.55,Water
7.21,1.95,3.36,1.26,19.09,4.75,18.19,68.42,1.64,Water
7.18,2.47,3.48,1.11,20.93,3.77,22.41,69.83,1.62,Water
7.46,1.07,3.45,1.21,21.75,4.73,15.89,68.88,1.81,Water
7.21,1.46,3.09,1.91,19.90,4.33,26.72,66.36,1.99,Water
7.11,2.30,3.34,1.63,21.12,3.30,15.09,58.6,1.02,Water
7.28,2.09,2.65,1.57,19.56,4.73,16.06,58.43,1.57,Water
7.20,1.76,3.21,1.80,18.14,3.43,19.55,80.23,1.15,Water
7.03,2.21,2.08,1.56,19.29,4.57,22.68,50.25,1.74,Water
7.01,1.73,2.79,1.02,20.77,4.57,21.83,83.33,1.85,Water
7.02,1.34,2.11,1.24,18.37,3.61,20.49,54.05,1.88,Water
6.99,1.68,2.44,1.59,18.87,3.43,21.05,77.96,1.52,Water
7.11,1.88,2.77,1.24,21.20,4.53,20.54,71.52,1.12,Water
6.95,1.81,3.08,1.74,21.94,4.84,24.86,57.98,1.99,Water
7.26,1.37,2.79,1.13,18.19,3.13,23.9,62.15,1.73,Water
7.04,2.02,3.47,1.58,21.08,4.45,23.97,70.74,1.32,Water
6.80,2.46,2.99,1.42,21.40,4.65,24.28,51.58,1.14,Water
7.27,1.14,3.48,1.73,20.45,3.31,16.25,57.61,1.06,Water
7.19,1.13,3.06,1.42,20.86,3.96,26.76,59.71,1.54,Water
6.91,1.47,2.44,1.39,21.24,4.46,16.31,55.25,1.30,Water
7.44,1.31,3.39,1.72,21.57,4.77,23.8,73.46,1.65,Water
7.18,1.43,3.21,1.94,21.82,3.47,17.41,54.96,1.30,Water
7.05,2.02,2.95,1.16,21.92,3.54,22.59,65.41,1.07,Water
7.33,1.40,2.27,1.27,18.69,4.70,22.22,84.53,1.39,Water
7.05,1.02,2.20,1.28,19.64,3.73,21.94,78.29,1.29,Water
7.42,2.49,2.15,1.06,21.96,3.83,22.38,78.09,1.16,Water
7.28,1.72,2.11,1.84,19.17,3.18,21.87,52.07,1.44,Water
7.49,2.34,2.68,1.65,19.36,4.27,17.86,77.34,1.02,Water
7.32,1.69,2.05,1.33,20.66,3.03,18.45,61.32,1.58,Water
7.47,1.63,3.40,1.49,19.93,4.02,19.83,82.79,1.81,Water
7.42,1.98,3.50,1.21,19.28,3.65,22.16,62.93,1.03,Water
7.03,2.28,3.22,1.11,19.82,3.22,19.63,62.35,1.26,Water
7.33,1.49,3.39,1.15,21.99,4.63,16.05,81.93,1.64,Water
6.89,1.85,3.01,1.15,18.12,3.98,18.7,78.58,1.11,Water
6.80,1.18,2.87,1.89,19.43,3.27,26.81,85.97,1.29,Water
6.89,2.19,3.18,1.02,21.21,3.66,22.67,49.35,1.52,Water
6.84,1.19,2.78,1.36,19.47,4.06,26.55,71.48,1.13,Water
6.95,1.57,3.13,1.97,19.14,3.99,26.55,47.24,1.84,Water
7.48,1.87,3.13,1.42,19.93,4.61,20.96,53.1,1.91,Water
6.93,1.98,2.96,1.71,21.21,3.04,18.72,71.85,1.32,Water
7.50,1.26,2.16,1.64,21.15,4.45,21.2,57.89,1.52,Water
7.30,1.72,2.99,1.66,21.00,3.89,17.93,76.48,1.90,Water
7.07,2.17,3.21,1.63,18.92,4.50,24.5,47.49,1.95,Water
6.94,1.09,2.52,1.27,20.09,3.53,16.47,47.49,1.57,Water
7.27,2.16,2.26,1.23,19.56,3.58,16.56,65.82,1.05,Water
7.11,1.69,2.97,1.57,19.58,4.05,26.43,50.96,1.75,Water
7.44,1.05,3.04,1.94,18.75,4.80,26.09,49.3,1.88,Water
6.86,2.16,3.21,1.39,19.89,4.35,26.43,84.45,1.07,Water
7.04,2.49,2.35,1.61,21.10,3.54,25.53,71.56,1.22,Water
7.00,2.04,2.13,1.23,21.45,3.63,26.85,57.19,1.22,Water
7.25,1.06,2.69,1.63,21.48,3.53,19.49,86.39,1.34,Water
7.15,1.84,2.31,1.66,18.15,3.83,21.16,87.17,1.64,Water
6.86,2.28,2.18,1.93,21.93,3.03,19.42,77.43,1.32,Water
7.22,1.69,2.80,1.60,19.84,4.45,23.15,57.11,1.81,Water
6.81,2.30,2.62,1.03,20.29,4.12,21.93,46.7,1.46,Water
7.14,1.60,2.16,1.00,20.85,4.64,22.75,66.24,1.15,Water
7.03,1.24,2.46,1.56,19.04,4.81,15.43,49.22,1.70,Water
6.91,2.43,2.62,1.04,19.61,4.13,18.84,61.2,1.44,Water
7.04,2.31,3.01,1.31,20.77,4.37,28.03,55.75,1.13,Water
6.91,1.35,2.92,1.41,19.84,3.45,23.63,53.39,1.46,Water
6.88,1.33,2.75,1.96,19.35,4.41,21.94,75.16,1.20,Water
6.82,1.50,3.33,1.56,20.97,4.14,27.75,74.04,1.87,Water
7.43,1.22,3.24,1.59,21.16,3.45,26.65,79.86,1.67,Water
6.88,1.59,2.05,1.18,19.93,4.95,16.04,71.44,1.79,Water
7.18,1.17,2.04,1.10,20.10,3.50,26.57,73.92,1.29,Water
7.36,1.92,3.06,1.86,19.45,4.67,22.25,68.47,1.31,Water
7.46,1.70,3.17,1.02,19.69,3.66,21.52,68.01,1.53,Water
7.05,1.16,3.20,1.66,19.06,4.47,15.4,60.25,1.10,Water
7.38,2.26,2.39,1.33,19.25,3.17,16.3,65.37,1.47,Water
7.41,1.21,2.94,1.45,21.03,4.13,24.8,52.15,1.69,Water
7.02,1.62,2.53,1.40,20.52,3.80,18.56,61.65,1.04,Water
7.00,1.73,2.33,1.26,19.76,3.26,18.77,69.79,1.58,Water
7.00,1.14,2.85,1.49,18.64,3.97,19.78,66.77,1.06,Water
7.10,1.78,3.14,1.38,21.48,3.72,19.26,56.78,1.11,Water
7.46,2.22,2.24,1.85,20.59,3.59,26.38,75.82,1.19,Water
7.05,2.10,3.41,1.87,20.55,3.16,20.28,76.64,1.64,Water
7.19,1.84,2.67,1.05,19.65,3.09,18.1,68.47,1.89,Water
7.37,1.89,2.34,1.37,20.94,3.66,23.71,67.8,1.61,Water
7.09,1.67,2.99,1.20,18.09,4.38,24.84,74.04,1.83,Water
6.96,1.83,3.22,1.31,19.77,4.91,23.12,46.5,1.78,Water
7.37,1.50,2.41,1.85,20.29,3.26,22.38,50.92,1.57,Water
7.28,1.80,3.15,1.84,18.08,3.60,15.18,65,1.96,Water
7.04,2.00,2.58,1.06,18.39,4.32,16.73,85.73,1.79,Water
7.37,2.32,2.33,1.62,20.47,4.88,17.47,85.93,1.33,Water
7.04,1.00,3.01,1.41,20.45,3.38,17.68,66.65,1.41,Water
7.18,1.66,2.50,1.45,19.95,3.59,27.07,77.39,1.63,Water
7.07,2.23,3.23,1.76,20.89,4.63,24.15,65.16,1.85,Water
7.20,2.03,2.10,1.13,19.70,3.26,16.25,48.97,1.50,Water
7.36,1.79,3.35,1.02,20.84,3.91,17.57,75.65,1.05,Water
7.31,1.13,3.49,1.50,20.52,3.97,20.77,68.71,1.36,Water
7.00,1.47,2.36,1.98,19.04,3.44,26.09,67.85,1.33,Water
7.18,2.08,2.31,1.49,20.05,3.71,19.72,83.04,1.65,Water
6.98,2.18,2.38,1.30,21.98,3.08,19.98,67.43,1.87,Water
7.35,1.93,2.19,1.85,21.29,3.64,23.57,65.2,1.54,Water
6.84,1.22,2.84,1.81,20.89,3.32,18.1,51.78,1.57,Water
7.01,1.37,2.24,1.60,20.42,3.85,19.19,86.1,1.97,Water
7.48,2.13,2.80,1.32,18.65,3.96,16.69,80.81,1.02,Water
6.94,2.23,2.26,1.70,20.28,3.28,24.44,84.74,1.74,Water
7.24,1.34,3.08,1.94,18.87,4.81,21.43,66.57,1.79,Water
7.14,2.16,2.59,1.18,20.08,3.04,22.69,60.78,1.60,Water
7.29,1.81,3.36,1.87,19.16,3.69,23.42,58.64,1.69,Water
6.82,1.98,2.76,1.41,20.04,3.42,25.72,73.17,1.41,Water
7.01,1.47,3.10,1.24,20.76,3.61,18.5,53.02,1.19,Water
7.04,1.99,2.88,1.14,18.68,3.60,17.24,56.04,1.18,Water
7.07,2.16,2.96,1.00,18.57,4.59,17.3,73.42,1.74,Water
7.10,1.74,3.09,1.28,18.82,4.55,24.2,77.92,1.78,Water
7.39,1.65,3.08,1.68,18.55,3.94,18.19,57.44,1.02,Water
6.84,1.79,2.30,1.44,19.29,3.26,27.06,77.51,1.81,Water
7.17,1.72,3.41,1.91,19.92,3.91,26.34,81.27,1.32,Water
7.12,2.24,2.92,1.10,19.04,4.67,25.64,70.45,1.64,Water
7.19,2.46,3.01,1.69,20.57,4.13,24.54,74.45,1.36,Water
6.83,2.24,2.42,1.56,19.78,3.84,22.98,86.26,1.28,Water
6.91,1.49,3.16,1.45,19.16,3.25,21.1,68.26,1.86,Water
7.33,2.18,2.96,1.75,18.90,4.50,19.01,47.45,1.47,Water
7.28,1.14,2.87,1.24,21.01,4.82,27.94,70.74,1.61,Water
7.37,1.50,2.97,1.67,19.61,3.11,15.19,57.44,1.27,Water
6.85,1.70,2.84,1.05,21.91,3.18,23.05,78.33,1.09,Water
6.92,1.91,3.11,1.58,20.50,4.94,27.51,69.62,1.18,Water
7.41,1.18,2.80,1.19,19.42,4.31,24.45,76.48,1.84,Water
7.37,1.49,2.74,1.45,21.12,3.87,16.43,71.27,1.77,Water
7.12,1.08,2.87,1.45,19.36,4.50,17.69,46.91,1.75,Water
6.92,1.52,2.82,1.99,18.39,3.92,16.32,63.84,1.65,Water
7.42,1.90,3.17,1.00,19.79,3.77,24.86,69.66,1.01,Water
6.85,1.44,2.62,1.66,19.89,4.29,23.76,74,1.97,Water
7.23,2.41,2.99,1.01,19.71,3.21,19.41,48.31,1.01,Water
7.36,2.10,3.32,1.49,18.22,3.53,19.76,66.48,1.99,Water
7.04,1.14,2.45,1.80,21.99,4.42,23.98,55.66,1.41,Water
6.81,1.63,2.98,1.09,19.42,3.87,21.95,86.06,1.84,Water
7.36,2.49,2.76,1.97,19.79,4.45,22.56,49.88,1.62,Water
7.15,2.07,3.33,1.78,20.52,4.92,17.2,80.61,1.90,Water
6.96,1.90,2.65,1.47,19.01,4.12,19.27,50.75,1.26,Water
6.89,1.06,2.31,1.47,21.49,3.91,20.23,53.27,1.32,Water
7.45,2.21,2.85,1.38,19.43,4.92,19.61,63.43,1.07,Water
6.99,1.52,2.13,1.93,19.51,3.50,16.14,82.3,1.05,Water
7.16,1.44,2.86,1.75,19.47,3.68,20.56,56.12,1.06,Water
6.82,2.10,2.44,1.22,20.63,4.58,25.12,83.17,1.57,Water
7.20,2.08,2.81,1.08,21.36,4.42,19.01,82.88,1.55,Water
7.09,2.29,2.39,1.92,20.33,4.32,21.33,49.35,1.41,Water
7.15,1.50,3.09,1.94,20.40,3.18,24.52,46.87,1.06,Water
6.91,1.34,3.42,1.65,21.03,3.46,20.09,51.91,1.51,Water
7.07,1.75,2.72,1.98,19.65,3.46,18.66,53.35,1.14,Water
7.27,1.73,3.06,1.18,21.89,3.56,16.81,62.64,2.00,Water
7.00,1.14,2.69,1.69,18.73,3.19,16.6,68.09,1.30,Water
7.14,1.22,3.19,1.37,18.77,4.96,17.55,63.55,1.66,Water
7.08,1.36,2.55,1.71,20.93,4.55,15.39,85.23,1.45,Water
7.09,1.24,3.21,1.05,21.68,4.24,24.57,85.27,1.42,Water
7.28,1.12,3.40,1.43,18.02,4.62,17.37,69.54,1.23,Water
7.29,1.35,3.12,1.68,20.00,4.18,16.43,86.06,1.30,Water
6.88,1.91,3.12,1.31,18.70,4.78,26.28,53.52,1.56,Water
7.37,1.19,3.22,1.88,18.56,4.14,27.63,70.57,1.94,Water
7.09,2.12,3.21,1.86,19.75,3.27,17.5,68.71,1.62,Water
7.43,2.34,3.37,1.14,21.34,4.75,19.5,84.53,1.77,Water
7.19,1.02,2.88,1.13,21.18,3.91,26.43,85.4,1.05,Water
7.13,1.98,2.14,1.11,21.57,3.27,20.35,68.14,1.30,Water
7.04,1.04,3.37,1.96,21.60,3.77,22.06,87.13,1.84,Water
7.21,1.12,3.29,1.58,21.95,4.04,17.93,69.04,1.74,Water
7.27,1.10,2.20,1.89,19.58,3.86,19.79,67.43,1.27,Water
7.30,1.45,3.46,1.57,21.37,3.25,27.04,86.06,1.45,Water
7.31,1.67,2.66,1.04,18.99,3.71,17.07,48.52,1.91,Water
7.23,1.34,2.99,1.09,18.56,4.09,18.12,51.37,1.97,Water
7.34,1.25,2.59,1.83,18.92,3.05,16.25,49.14,1.49,Water
7.23,1.01,2.18,1.82,18.56,3.24,19.35,68.09,1.85,Water
6.92,2.05,3.23,1.49,20.25,3.24,15.82,55.54,1.56,Water
6.96,1.39,2.07,1.82,20.88,4.38,20.21,52.4,1.10,Water
6.89,1.23,2.95,1.22,20.21,4.66,19.11,73.88,1.86,Water
7.12,2.35,3.26,1.83,21.95,3.91,21.6,76.06,1.34,Water
7.29,1.79,2.80,1.48,21.69,3.23,24.96,68.18,1.60,Water
6.82,2.43,2.44,1.66,20.71,3.00,16.3,57.85,1.39,Water
7.37,1.82,2.90,1.58,20.88,4.51,20.23,74.16,1.36,Water
6.93,1.66,3.09,1.24,21.73,4.09,18.02,84.2,1.39,Water
7.32,1.55,3.35,1.08,18.74,4.68,26.74,67.23,1.09,Water
7.49,1.79,2.48,1.97,18.92,4.93,17.34,63.47,1.19,Water
7.13,1.70,3.27,1.61,21.07,3.63,18.85,79.08,1.37,Water
7.06,2.44,3.39,1.27,20.17,3.72,26.18,71.98,1.50,Water
7.42,2.15,3.12,1.42,18.04,4.74,26.56,68.3,1.39,Water
7.43,1.08,2.35,1.37,21.99,3.87,24.14,67.76,1.82,Water
7.24,2.38,3.34,1.99,19.23,4.53,23.38,70.86,1.87,Water
7.34,1.22,2.91,1.20,18.44,3.16,20.81,84.41,1.54,Water
7.05,1.71,3.04,1.10,18.18,3.79,25.34,52.94,1.97,Water
7.28,2.44,3.39,1.46,21.66,4.83,26.26,59.38,1.98,Water
7.27,2.09,3.40,1.48,21.56,3.65,22.13,61.24,1.64,Water
7.19,2.47,3.26,1.28,20.88,4.88,20.91,46.79,1.15,Water
6.84,2.22,2.95,1.54,18.75,4.29,27.28,87.13,1.97,Water
6.82,1.75,2.71,1.75,18.53,3.77,19.4,46.5,1.06,Water
7.14,1.00,3.21,1.69,21.28,4.53,16.3,58.84,1.28,Water
6.86,2.36,2.27,1.55,18.16,4.85,24.84,74.41,1.66,Water
7.44,1.68,2.21,1.40,20.09,3.67,25.64,83.54,1.34,Water
6.99,2.26,2.03,1.64,18.74,4.31,24.96,81.02,1.46,Water
7.10,1.78,3.22,1.78,20.98,3.13,20.44,65,1.62,Water
6.91,1.19,2.63,1.63,20.26,3.29,15.97,74.82,1.45,Water
7.50,2.35,3.15,1.76,20.38,3.64,18.4,80.48,1.09,Water
6.86,2.26,2.89,1.58,19.77,3.03,24.91,57.19,1.96,Water
7.34,1.27,2.28,1.05,19.20,4.38,27.59,67.43,1.88,Water
7.09,2.25,2.62,1.18,21.04,3.32,21.34,79,1.60,Water
7.00,2.32,3.38,1.36,21.04,4.85,15.15,77.8,1.43,Water
6.92,1.87,2.78,1.15,18.44,4.98,19.88,85.97,1.63,Water
6.89,1.56,3.47,1.62,18.68,3.81,25.25,59.88,1.24,Water
7.40,2.31,2.76,1.64,21.62,4.56,25.81,49.39,1.78,Water
7.21,1.89,2.23,1.66,18.36,4.80,21.77,80.56,1.48,Water
6.90,1.90,2.16,1.43,21.85,3.27,20.56,77.1,1.11,Water
7.36,1.65,2.18,1.68,20.64,3.93,26.01,48.23,1.52,Water
7.10,1.23,2.62,1.99,20.80,4.86,24.99,50.5,1.47,Water
7.02,1.64,2.87,1.63,20.71,4.87,17.6,77.14,1.18,Water
7.02,2.35,2.54,1.63,18.31,3.78,22.52,72.55,1.29,Water
6.82,1.24,2.07,1.53,21.21,3.19,19.12,48.81,1.32,Water
7.45,2.06,3.19,1.42,20.24,4.71,27.93,52.24,1.00,Water
7.48,2.33,3.49,1.61,18.61,3.49,22.08,69.62,1.61,Water
6.83,2.08,3.05,1.48,18.64,4.36,25.26,75.44,1.87,Water
7.17,2.31,2.84,1.38,20.41,4.01,27.41,69.08,1.34,Water
7.15,1.35,3.23,1.43,20.98,4.39,27.45,85.23,1.81,Water
7.00,1.04,2.81,1.14,21.02,3.93,21.42,48.44,1.90,Water
6.84,1.20,3.35,1.55,21.27,3.82,25.03,87.3,1.68,Water
